female,wjtest01,wjtest07,wjtest10,wmtest01,wmtest07,wmtest10,childs_language,daycare_home_age,daycare_home_duration,daycare_center_age,daycare_center_duration,headstart_age,headstart_duration,tpsprek_age,tpsprek_duration,prek_age,prek_duration,birth_city,birth_state,birth_country,respondent_birth_city,respondent_birth_state,respondent_birth_country,respondent_move,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,q1,q2,q3,q4,lastyrpk,lastyrhs,contxt1,contxt2,contxt3,contxt4,contxt5,contxt6,contxt7,contxt8,contxt9,contxt10,contxt11,contxt12,contxt13,contxt14,contxt15,contxt16,contxt17,contxt18,contxt19,contxt20,contxt21,contxt22,contxt23,contxt24,hs3yralum,ID,race,cohort,fullday0506,fullday0607,tpslunch0506,tpslunch0607,caphslunch0506,caphslunch0607,age,cutoff,langsurvey,psurvey,relative,health,medvisit,dentvisit,insurance,daycare_home,daycare_center,headstart,tpsprek,prek,internet,books,marital,father,respondent_education,spouse_education,momeduc,school_0607,school_0506,school_0405,teach_0607,teach_0506,white,black,hispanic,racecat4,racecat5,racecat6,other,freelunch
0,4,4,0,1,2,5,Spanish,99,99,99,99,3.5,1,99,99,99,99,Tulsa,OK,USA,Guadalajara,No Response,Mexico,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,349,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-197,0,Spanish,Yes,Biological mother,Good,6 months to a year,Less than 6 months,Yes,No,No,Yes,No,No,No,Enough to fill 1 shelf (11-25),Married,Yes,High school graduate,8th grade or less,High school or GED,33,16,,208,376,0,0,1,0,0,0,0,1
1,9,10,20,2,7,12,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3445,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-41,0,,No,,,,,,,,,,,,,,,,,,33,,,208,,0,0,1,0,0,0,0,1
1,9,7,9,2,6,11,Spanish,99,99,99,99,2,2,99,99,99,99,Tulsa,OK,USA,Zacatecas,No Response,Mexico,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3846,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-103,0,Spanish,Yes,Biological mother,Excellent,6 months to a year,Less than 6 months,Yes,No,No response,Yes,No response,No response,No,Enough to fill 1 bookcase (26-100),Married,Yes,GED,8th grade or less,High school or GED,33,,,208,,0,0,1,0,0,0,0,1
0,2,0,5,0,2,8,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,4040,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-121,0,,No,,,,,,,,,,,,,,,,,,33,,,208,,0,0,1,0,0,0,0,1
1,0,4,0,3,5,9,Spanish,99,99,99,99,.5,2,99,99,99,99,Tulsa,OK,USA,Chihuahua,No Response,Mexico,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3639,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-315,0,Spanish,Yes,Biological mother,Good,Less than 6 months,6 months to a year,Yes,No response,No response,Yes,No response,No response,No,Enough to fill 1 bookcase (26-100),Married,Yes,High school graduate,High school graduate,High school or GED,33,,,208,,0,0,1,0,0,0,0,1
1,3,6,9,1,5,7,Spanish,99,99,99,99,3,1,99,99,99,99,No Response,No Response,No Response,No Response,No Response,No Response,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,3847,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-214,0,English,Yes,Biological mother,Very good,6 months to a year,6 months to a year,No,No,No,Yes,Yes,No,No response,No Response,No response,No response,No response,No response,,33,24,,208,387,0,0,1,0,0,0,0,1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3638,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-215,0,,No,,,,,,,,,,,,,,,,,,33,24,,208,335,0,0,1,0,0,0,0,1
1,1,6,0,1,4,2,Spanish,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Mexico City,No Response,Mexico,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3858,Hispanic,Pre-K Entrant,,Full day,,Reduced price lunch,,,-116,0,Spanish,Yes,Biological mother,Excellent,Less than 6 months,Less than 6 months,No,No,No,No,No,No,No,None or few (0-10),Married,Yes,Some high school,High school graduate,No high school or GED,33,,,208,,0,0,1,0,0,0,0,0
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,3842,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-266,0,,No,,,,,,,,,,,,,,,,,,33,,,208,,0,0,1,0,0,0,0,1
0,15,12,18,10,11,16,Spanish,.25,3.5,99,99,99,99,99,99,99,99,Tulsa,OK,USA,San Juan,No Response,Puerto Rico,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3862,Hispanic,Pre-K Entrant,,Full day,,Full price lunch,,,-163,0,English,Yes,Biological mother,Excellent,Less than 6 months,1 year to 2 years,Yes,Yes,No,No,No,No,Yes,Enough to fill 2 bookcases (101-200),Married,Yes,Graduate degree,Graduate degree,College degree,33,,,208,,0,0,1,0,0,0,0,0
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,4633,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-263,0,,No,,,,,,,,,,,,,,,,,,33,,,208,,0,0,1,0,0,0,0,1
1,12,13,15,6,9,13,Spanish,99,99,99,99,.69999999,3,99,99,99,99,Tulsa,OK,USA,Saltillo,No Response,Mexico,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3851,Hispanic,Pre-K Entrant,,Full day,,Reduced price lunch,,,-74,0,Spanish,Yes,Biological mother,Excellent,Less than 6 months,Never,Yes,No,No,Yes,No,No,Yes,Enough to fill 1 bookcase (26-100),Married,Yes,8th grade or less,8th grade or less,No high school or GED,33,,,208,,0,0,1,0,0,0,0,0
0,5,0,4,,,,English,99,99,2,2,99,99,99,99,99,99,Claremore,OK,USA,Henryetta,OK,USA,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3854,White,Pre-K Entrant,,Full day,,Full price lunch,,,-297,0,English,Yes,Biological mother,Excellent,Less than 6 months,Never,Yes,No,Yes,No,No,No,Yes,Enough to fill 1 bookcase (26-100),Married,Yes,Associate's degree,Some college,Some college,33,,,208,,1,0,0,0,0,0,0,0
1,6,5,10,2,2,12,Spanish,99,99,99,99,99,99,99,99,99,99,Oklahoma City,OK,USA,San Salvador,No Response,El Salvador,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3849,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-257,0,Spanish,Yes,Biological mother,Very good,6 months to a year,Less than 6 months,Yes,No response,No response,No response,No response,Yes,No,Enough to fill 1 bookcase (26-100),Married,Yes,High school graduate,Associate's degree,High school or GED,33,,,208,,0,0,1,0,0,0,0,1
1,2,6,9,1,6,3,Spanish,99,99,99,99,99,99,99,99,99,99,No Response,No Response,No Response,No Response,No Response,No Response,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3637,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-45,0,Spanish,Yes,Biological mother,Excellent,6 months to a year,Less than 6 months,Yes,No response,No response,No response,No response,No response,No response,No Response,No response,No response,No response,No response,,33,,,208,,0,0,1,0,0,0,0,1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,6341,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-296,0,,No,,,,,,,,,,,,,,,,,,33,,,208,,0,0,1,0,0,0,0,1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6137,Black,Pre-K Entrant,,Full day,,Free lunch,Free lunch,,-93,0,,No,,,,,,,,,,,,,,,,,,31,24,,209,390,0,1,0,0,0,0,0,1
0,1,2,5,,,,English,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Muskogee,OK,USA,99,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strongly disagree,Strongly agree,Disagree,Disagree,No,No,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,2,1,0,0,No,6613,Black,Pre-K Entrant,,Full day,,Free lunch,,,-224,0,English,Yes,Biological mother,Very good,Less than 6 months,Less than 6 months,Yes,No,No,No,No,No,No,Enough to fill 1 shelf (11-25),Separated,No,Some high school,No response,No high school or GED,31,,,209,,0,1,0,0,0,0,0,1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,5984,Black,Pre-K Entrant,,Full day,,Free lunch,,,-118,0,,No,,,,,,,,,,,,,,,,,,31,,,209,,0,1,0,0,0,0,0,1
0,30,17,12,,,,English,.5,1,3,1,4,.5,4,.019200001,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,No,No,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,6269,Black,Pre-K Entrant,,Full day,,Full price lunch,,,-79,0,English,Yes,Biological father,Excellent,6 months to a year,Less than 6 months,Yes,Yes,Yes,Yes,Yes,No,Yes,Enough to fill 2 bookcases (101-200),Married,Yes,Some college,Some college,Some college,31,,,209,,0,1,0,0,0,0,0,0
1,3,8,9,,,,English,3,1,4,1,3,1,99,99,99,99,Arkansas City,KS,USA,Vienna,GA,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,No,Yes,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Yes,6408,Black,Pre-K Entrant,,Full day,,Free lunch,,,-137,0,English,Yes,Biological mother,Excellent,Less than 6 months,Less than 6 months,Yes,Yes,Yes,Yes,No,No,No,Enough to fill 2 bookcases (101-200),Never Married,No,Some college,No response,Some college,31,48,,209,378,0,1,0,0,0,0,0,1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,6265,Black,Pre-K Entrant,,Full day,,Free lunch,,,-66,0,,No,,,,,,,,,,,,,,,,,,31,,,209,,0,1,0,0,0,0,0,1
1,4,6,10,,,,English,99,99,99,99,99,99,99,99,99,99,No Response,No Response,No Response,No Response,No Response,No Response,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Disagree,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,6442,Black,Pre-K Entrant,,Full day,,Full price lunch,,,-202,0,English,Yes,Biological mother,Excellent,6 months to a year,Don't know,Yes,No,No,No,No,No,No,No Response,No response,No response,No response,No response,,31,,,209,,0,1,0,0,0,0,0,0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6428,Black,Pre-K Entrant,,Full day,,Free lunch,,,-88,0,,No,,,,,,,,,,,,,,,,,,31,24,,209,388,0,1,0,0,0,0,0,1
1,4,6,8,,,,English,99,99,.41670001,1.5,99,99,99,99,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Disagree,No,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,5981,Black,Pre-K Entrant,,Full day,,Reduced price lunch,,,-163,0,English,Yes,Biological mother,Excellent,6 months to a year,Less than 6 months,Yes,No,Yes,No response,No response,No response,Yes,Enough to fill 1 shelf (11-25),Married,Yes,High school graduate,No response,High school or GED,31,,,209,,0,1,0,0,0,0,0,0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,6745,Black,Pre-K Entrant,,Full day,,Free lunch,,,-202,0,,No,,,,,,,,,,,,,,,,,,31,,,209,,0,1,0,0,0,0,0,1
0,0,0,0,,,,English,.25,3,1,1,3,1,99,99,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6407,Black,Pre-K Entrant,,Full day,,Free lunch,,,-234,0,English,Yes,Biological mother,Excellent,Less than 6 months,Less than 6 months,Yes,Yes,Yes,Yes,No,No,Yes,None or few (0-10),Widowed,No,High school graduate,No response,High school or GED,31,37,,209,381,0,1,0,0,0,0,0,1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,6401,Black,Pre-K Entrant,,Full day,,Free lunch,,,-247,0,,No,,,,,,,,,,,,,,,,,,31,,,209,,0,1,0,0,0,0,0,1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,6624,Black,Pre-K Entrant,,Full day,,Free lunch,,,-73,0,,No,,,,,,,,,,,,,,,,,,31,,,209,,0,1,0,0,0,0,0,1
